id,type,name,discipline,builderEligible,interfaces,attributes
canyon-aeroad-cfr-m,Frame,Canyon Aeroad CFR (M),road,FALSE,"{""frame_type"":""ROAD"",""wheel_size"":""700c"",""bb_shell"":""BSA_68"",""rear_axle"":""TA_12_142"",""seatpost_diameter"":""Integrated"",""brake_mount"":""FLAT_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""ROAD"",""material"":""CARBON"",""size"":""M"",""max_tire"":31,""weight"":960,""price"":4499,""udh"":false}"
trek-madone-slr-gen-8-ml,Frame,Trek Madone SLR Gen 8 (ML),road,FALSE,"{""frame_type"":""ROAD"",""wheel_size"":""700c"",""bb_shell"":""T47_INT_68"",""rear_axle"":""TA_12_142"",""seatpost_diameter"":""Integrated"",""brake_mount"":""FLAT_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""ROAD"",""material"":""CARBON"",""size"":""ML"",""max_tire"":32,""weight"":796,""price"":5800,""udh"":false}"
trek-madone-sl-gen-8-ml,Frame,Trek Madone SL Gen 8 (ML),road,FALSE,"{""frame_type"":""ROAD"",""wheel_size"":""700c"",""bb_shell"":""T47_INT_68"",""rear_axle"":""TA_12_142"",""seatpost_diameter"":""Integrated"",""brake_mount"":""FLAT_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""ROAD"",""material"":""CARBON"",""size"":""ML"",""max_tire"":32,""weight"":1054,""price"":3800,""udh"":false}"
pinarello-dogma-f-54cm,Frame,Pinarello Dogma F (54cm),road,FALSE,"{""frame_type"":""ROAD"",""wheel_size"":""700c"",""bb_shell"":""BB86"",""rear_axle"":""TA_12_142"",""seatpost_diameter"":""31.6mm"",""brake_mount"":""FLAT_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""ROAD"",""material"":""CARBON"",""size"":""54cm"",""max_tire"":30,""weight"":941,""price"":6950,""udh"":false}"
specialized-roubaix-sl8-s-works-56cm,Frame,Specialized Roubaix SL8 S-Works (56cm),road,FALSE,"{""frame_type"":""ROAD"",""wheel_size"":""700c"",""bb_shell"":""BSA_68"",""rear_axle"":""TA_12_142"",""seatpost_diameter"":""27.2mm"",""brake_mount"":""FLAT_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""ROAD"",""material"":""CARBON"",""size"":""56cm"",""max_tire"":38,""weight"":825,""price"":4800,""udh"":false}"
specialized-roubaix-sl8-expert-56cm,Frame,Specialized Roubaix SL8 Expert (56cm),road,FALSE,"{""frame_type"":""ROAD"",""wheel_size"":""700c"",""bb_shell"":""BSA_68"",""rear_axle"":""TA_12_142"",""seatpost_diameter"":""27.2mm"",""brake_mount"":""FLAT_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""ROAD"",""material"":""CARBON"",""size"":""56cm"",""max_tire"":38,""weight"":950,""price"":3200,""udh"":false}"
trek-domane-slr-gen-4-56cm,Frame,Trek Domane SLR Gen 4 (56cm),road,FALSE,"{""frame_type"":""ROAD"",""wheel_size"":""700c"",""bb_shell"":""T47_INT_68"",""rear_axle"":""TA_12_142"",""seatpost_diameter"":""Integrated"",""brake_mount"":""FLAT_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""ROAD"",""material"":""CARBON"",""size"":""56cm"",""max_tire"":38,""weight"":1120,""price"":4200,""udh"":false}"
3t-exploro-racemax-m,Frame,3T Exploro RaceMax (M),gravel,TRUE,"{""frame_type"":""GRAVEL"",""wheel_size"":""700c"",""bb_shell"":""BB386"",""rear_axle"":""TA_12_142"",""seatpost_diameter"":""Integrated"",""brake_mount"":""FLAT_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""GRAVEL"",""material"":""CARBON"",""size"":""M"",""max_tire"":42,""weight"":1100,""price"":3200,""udh"":true}"
open-wide-m,Frame,Open WIDE (M),gravel,TRUE,"{""frame_type"":""GRAVEL"",""wheel_size"":""700c"",""bb_shell"":""BSA_68"",""rear_axle"":""TA_12_142"",""seatpost_diameter"":""27.2mm"",""brake_mount"":""FLAT_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""GRAVEL"",""material"":""CARBON"",""size"":""M"",""max_tire"":57,""weight"":1040,""price"":3200,""udh"":true}"
allied-able-gen-2-m,Frame,Allied Able Gen 2 (M),gravel,TRUE,"{""frame_type"":""GRAVEL"",""wheel_size"":""700c"",""bb_shell"":""BSA_68"",""rear_axle"":""TA_12_142"",""seatpost_diameter"":""27.2mm"",""brake_mount"":""FLAT_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""GRAVEL"",""material"":""CARBON"",""size"":""M"",""max_tire"":57,""weight"":950,""price"":4500,""udh"":true}"
cervelo-aspero-54cm,Frame,Cervelo Aspero (54cm),gravel,TRUE,"{""frame_type"":""GRAVEL"",""wheel_size"":""700c"",""bb_shell"":""T47_INT_68"",""rear_axle"":""TA_12_142"",""seatpost_diameter"":""27.2mm"",""brake_mount"":""FLAT_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""GRAVEL"",""material"":""CARBON"",""size"":""54cm"",""max_tire"":45,""weight"":900,""price"":2500,""udh"":true}"
canyon-grail-cfr-m,Frame,Canyon Grail CFR (M),gravel,TRUE,"{""frame_type"":""GRAVEL"",""wheel_size"":""700c"",""bb_shell"":""BSA_68"",""rear_axle"":""TA_12_142"",""seatpost_diameter"":""Integrated"",""brake_mount"":""FLAT_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""GRAVEL"",""material"":""CARBON"",""size"":""M"",""max_tire"":42,""weight"":855,""price"":3800,""udh"":true}"
canyon-grail-cf-slx-m,Frame,Canyon Grail CF SLX (M),gravel,TRUE,"{""frame_type"":""GRAVEL"",""wheel_size"":""700c"",""bb_shell"":""BSA_68"",""rear_axle"":""TA_12_142"",""seatpost_diameter"":""Integrated"",""brake_mount"":""FLAT_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""GRAVEL"",""material"":""CARBON"",""size"":""M"",""max_tire"":42,""weight"":933,""price"":2800,""udh"":true}"
santa-cruz-blur-cc-m,Frame,Santa Cruz Blur CC (M),mtb,FALSE,"{""frame_type"":""MTB"",""wheel_size"":""29"",""bb_shell"":""BSA_73"",""rear_axle"":""TA_12_148"",""seatpost_diameter"":""30.9mm"",""brake_mount"":""POST_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""MTB"",""material"":""CARBON"",""carbon_grade"":""CC"",""size"":""M"",""travel"":115,""max_tire"":60,""weight"":1860,""price"":4000,""udh"":true}"
santa-cruz-blur-c-m,Frame,Santa Cruz Blur C (M),mtb,FALSE,"{""frame_type"":""MTB"",""wheel_size"":""29"",""bb_shell"":""BSA_73"",""rear_axle"":""TA_12_148"",""seatpost_diameter"":""30.9mm"",""brake_mount"":""POST_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""MTB"",""material"":""CARBON"",""carbon_grade"":""C"",""size"":""M"",""travel"":115,""max_tire"":60,""weight"":2100,""price"":3000,""udh"":true}"
yeti-sb120-turq-m,Frame,Yeti SB120 Turq (M),mtb,FALSE,"{""frame_type"":""MTB"",""wheel_size"":""29"",""bb_shell"":""BSA_73"",""rear_axle"":""TA_12_148"",""seatpost_diameter"":""30.9mm"",""brake_mount"":""POST_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""MTB"",""material"":""CARBON"",""carbon_grade"":""Turq"",""size"":""M"",""travel"":120,""max_tire"":60,""weight"":3021,""price"":5400,""udh"":true}"
yeti-sb120-c-series-m,Frame,Yeti SB120 C-Series (M),mtb,FALSE,"{""frame_type"":""MTB"",""wheel_size"":""29"",""bb_shell"":""BSA_73"",""rear_axle"":""TA_12_148"",""seatpost_diameter"":""30.9mm"",""brake_mount"":""POST_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""MTB"",""material"":""CARBON"",""carbon_grade"":""C-Series"",""size"":""M"",""travel"":120,""max_tire"":60,""weight"":3246,""price"":3900,""udh"":true}"
pivot-mach-4-sl-pro-m,Frame,Pivot Mach 4 SL Pro (M),mtb,FALSE,"{""frame_type"":""MTB"",""wheel_size"":""29"",""bb_shell"":""BSA_73"",""rear_axle"":""TA_12_148"",""seatpost_diameter"":""30.9mm"",""brake_mount"":""POST_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""MTB"",""material"":""CARBON"",""carbon_grade"":""Pro"",""size"":""M"",""travel"":115,""max_tire"":60,""weight"":1975,""price"":5500,""udh"":true}"
specialized-epic-8-evo-s-works-m,Frame,Specialized Epic 8 EVO S-Works (M),mtb,FALSE,"{""frame_type"":""MTB"",""wheel_size"":""29"",""bb_shell"":""BSA_73"",""rear_axle"":""TA_12_148"",""seatpost_diameter"":""34.9mm"",""brake_mount"":""POST_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""MTB"",""material"":""CARBON"",""carbon_grade"":""S-Works"",""size"":""M"",""travel"":120,""max_tire"":60,""weight"":1795,""price"":4200,""udh"":true}"
specialized-epic-8-evo-standard-m,Frame,Specialized Epic 8 EVO Standard (M),mtb,FALSE,"{""frame_type"":""MTB"",""wheel_size"":""29"",""bb_shell"":""BSA_73"",""rear_axle"":""TA_12_148"",""seatpost_diameter"":""34.9mm"",""brake_mount"":""POST_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""MTB"",""material"":""CARBON"",""carbon_grade"":""Standard"",""size"":""M"",""travel"":120,""max_tire"":60,""weight"":1965,""price"":3000,""udh"":true}"
trek-supercaliber-slr-m,Frame,Trek Supercaliber SLR (M),mtb,FALSE,"{""frame_type"":""MTB"",""wheel_size"":""29"",""bb_shell"":""T47_INT_73"",""rear_axle"":""TA_12_148"",""seatpost_diameter"":""27.2mm"",""brake_mount"":""POST_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""MTB"",""material"":""CARBON"",""carbon_grade"":""SLR"",""size"":""M"",""travel"":80,""max_tire"":60,""weight"":1950,""price"":5000,""udh"":true}"
trek-supercaliber-sl-m,Frame,Trek Supercaliber SL (M),mtb,FALSE,"{""frame_type"":""MTB"",""wheel_size"":""29"",""bb_shell"":""T47_INT_73"",""rear_axle"":""TA_12_148"",""seatpost_diameter"":""27.2mm"",""brake_mount"":""POST_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""MTB"",""material"":""CARBON"",""carbon_grade"":""SL"",""size"":""M"",""travel"":80,""max_tire"":60,""weight"":2100,""price"":3500,""udh"":true}"
yeti-sb140-turq-m,Frame,Yeti SB140 Turq (M),mtb,FALSE,"{""frame_type"":""MTB"",""wheel_size"":""29"",""bb_shell"":""BSA_73"",""rear_axle"":""TA_12_148"",""seatpost_diameter"":""30.9mm"",""brake_mount"":""POST_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""MTB"",""material"":""CARBON"",""carbon_grade"":""Turq"",""size"":""M"",""travel"":140,""max_tire"":65,""weight"":3375,""price"":5700,""udh"":true}"
yeti-sb140-c-series-m,Frame,Yeti SB140 C-Series (M),mtb,FALSE,"{""frame_type"":""MTB"",""wheel_size"":""29"",""bb_shell"":""BSA_73"",""rear_axle"":""TA_12_148"",""seatpost_diameter"":""30.9mm"",""brake_mount"":""POST_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""MTB"",""material"":""CARBON"",""carbon_grade"":""C-Series"",""size"":""M"",""travel"":140,""max_tire"":65,""weight"":3549,""price"":4200,""udh"":true}"
yeti-sb160-turq-m,Frame,Yeti SB160 Turq (M),mtb,FALSE,"{""frame_type"":""MTB"",""wheel_size"":""29"",""bb_shell"":""BSA_73"",""rear_axle"":""TA_12_148"",""seatpost_diameter"":""30.9mm"",""brake_mount"":""POST_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""MTB"",""material"":""CARBON"",""carbon_grade"":""Turq"",""size"":""M"",""travel"":160,""max_tire"":65,""weight"":3806,""price"":4800,""udh"":true}"
santa-cruz-megatower-cc-m,Frame,Santa Cruz Megatower CC (M),mtb,FALSE,"{""frame_type"":""MTB"",""wheel_size"":""29"",""bb_shell"":""BSA_73"",""rear_axle"":""TA_12_148"",""seatpost_diameter"":""30.9mm"",""brake_mount"":""POST_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""MTB"",""material"":""CARBON"",""carbon_grade"":""CC"",""size"":""M"",""travel"":165,""max_tire"":65,""weight"":3250,""price"":4500,""udh"":true}"
yeti-sb165-turq-m,Frame,Yeti SB165 Turq (M),mtb,FALSE,"{""frame_type"":""MTB"",""wheel_size"":""29"",""bb_shell"":""BSA_73"",""rear_axle"":""TA_12_148"",""seatpost_diameter"":""30.9mm"",""brake_mount"":""POST_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""MTB"",""material"":""CARBON"",""carbon_grade"":""Turq"",""size"":""M"",""travel"":165,""max_tire"":65,""weight"":3700,""price"":4800,""udh"":true}"
pivot-firebird-pro-m,Frame,Pivot Firebird Pro (M),mtb,FALSE,"{""frame_type"":""MTB"",""wheel_size"":""29"",""bb_shell"":""BSA_73"",""rear_axle"":""TA_12_148"",""seatpost_diameter"":""30.9mm"",""brake_mount"":""POST_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""MTB"",""material"":""CARBON"",""carbon_grade"":""Pro"",""size"":""M"",""travel"":165,""max_tire"":65,""weight"":2800,""price"":5000,""udh"":true}"
giant-tcr-advanced-sl-m,Frame,Giant TCR Advanced SL (M),road,FALSE,"{""frame_type"":""ROAD"",""wheel_size"":""700c"",""bb_shell"":""BSA_68"",""rear_axle"":""TA_12_142"",""seatpost_diameter"":""27.2mm"",""brake_mount"":""FLAT_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""ROAD"",""material"":""CARBON"",""size"":""M"",""max_tire"":30,""weight"":800,""price"":2800,""udh"":false}"
cannondale-supersix-evo-hi-mod-56cm,Frame,Cannondale SuperSix EVO Hi-Mod (56cm),road,FALSE,"{""frame_type"":""ROAD"",""wheel_size"":""700c"",""bb_shell"":""BB30_68"",""rear_axle"":""TA_12_142"",""seatpost_diameter"":""25.4mm"",""brake_mount"":""FLAT_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""ROAD"",""material"":""CARBON"",""size"":""56cm"",""max_tire"":30,""weight"":770,""price"":4200,""udh"":false}"
bmc-teammachine-slr01-56cm,Frame,BMC Teammachine SLR01 (56cm),road,FALSE,"{""frame_type"":""ROAD"",""wheel_size"":""700c"",""bb_shell"":""BSA_68"",""rear_axle"":""TA_12_142"",""seatpost_diameter"":""27.2mm"",""brake_mount"":""FLAT_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""ROAD"",""material"":""CARBON"",""size"":""56cm"",""max_tire"":30,""weight"":880,""price"":5200,""udh"":false}"
colnago-v4rs-54cm,Frame,Colnago V4Rs (54cm),road,FALSE,"{""frame_type"":""ROAD"",""wheel_size"":""700c"",""bb_shell"":""BB86"",""rear_axle"":""TA_12_142"",""seatpost_diameter"":""27.2mm"",""brake_mount"":""FLAT_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""ROAD"",""material"":""CARBON"",""size"":""54cm"",""max_tire"":30,""weight"":890,""price"":6800,""udh"":false}"
bianchi-oltre-rc-55cm,Frame,Bianchi Oltre RC (55cm),road,FALSE,"{""frame_type"":""ROAD"",""wheel_size"":""700c"",""bb_shell"":""BB86"",""rear_axle"":""TA_12_142"",""seatpost_diameter"":""27.2mm"",""brake_mount"":""FLAT_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""ROAD"",""material"":""CARBON"",""size"":""55cm"",""max_tire"":30,""weight"":920,""price"":5000,""udh"":false}"
lauf-seigla-m,Frame,Lauf Seigla (M),gravel,TRUE,"{""frame_type"":""GRAVEL"",""wheel_size"":""700c"",""bb_shell"":""BSA_68"",""rear_axle"":""TA_12_142"",""seatpost_diameter"":""27.2mm"",""brake_mount"":""FLAT_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""GRAVEL"",""material"":""CARBON"",""size"":""M"",""max_tire"":45,""weight"":980,""price"":3600,""udh"":true}"
rondo-ruut-cf2-m,Frame,Rondo Ruut CF2 (M),gravel,TRUE,"{""frame_type"":""GRAVEL"",""wheel_size"":""700c"",""bb_shell"":""BSA_68"",""rear_axle"":""TA_12_142"",""seatpost_diameter"":""27.2mm"",""brake_mount"":""FLAT_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""GRAVEL"",""material"":""CARBON"",""size"":""M"",""max_tire"":50,""weight"":1050,""price"":2800,""udh"":true}"
ibis-ripmo-af-alloy-m,Frame,Ibis Ripmo AF Alloy (M),mtb,FALSE,"{""frame_type"":""MTB"",""wheel_size"":""29"",""bb_shell"":""BSA_73"",""rear_axle"":""TA_12_148"",""seatpost_diameter"":""30.9mm"",""brake_mount"":""POST_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""MTB"",""material"":""CARBON"",""carbon_grade"":""Alloy"",""size"":""M"",""travel"":147,""max_tire"":65,""weight"":3100,""price"":2200,""udh"":true}"
evil-offering-v3-m,Frame,Evil Offering V3 (M),mtb,FALSE,"{""frame_type"":""MTB"",""wheel_size"":""29"",""bb_shell"":""BSA_73"",""rear_axle"":""TA_12_148"",""seatpost_diameter"":""30.9mm"",""brake_mount"":""POST_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""MTB"",""material"":""CARBON"",""carbon_grade"":""V3"",""size"":""M"",""travel"":160,""max_tire"":65,""weight"":3200,""price"":4200,""udh"":true}"
transition-sentinel-carbon-m,Frame,Transition Sentinel Carbon (M),mtb,FALSE,"{""frame_type"":""MTB"",""wheel_size"":""29"",""bb_shell"":""BSA_73"",""rear_axle"":""TA_12_148"",""seatpost_diameter"":""30.9mm"",""brake_mount"":""POST_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""MTB"",""material"":""CARBON"",""carbon_grade"":""Carbon"",""size"":""M"",""travel"":150,""max_tire"":65,""weight"":3100,""price"":4000,""udh"":true}"
norco-range-c1-carbon-m,Frame,Norco Range C1 Carbon (M),mtb,FALSE,"{""frame_type"":""MTB"",""wheel_size"":""29"",""bb_shell"":""BSA_73"",""rear_axle"":""TA_12_148"",""seatpost_diameter"":""31.6mm"",""brake_mount"":""POST_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""MTB"",""material"":""CARBON"",""carbon_grade"":""Carbon"",""size"":""M"",""travel"":170,""max_tire"":65,""weight"":3400,""price"":4800,""udh"":true}"
rocky-mountain-altitude-c90-carbon-m,Frame,Rocky Mountain Altitude C90 Carbon (M),mtb,FALSE,"{""frame_type"":""MTB"",""wheel_size"":""29"",""bb_shell"":""BSA_73"",""rear_axle"":""TA_12_148"",""seatpost_diameter"":""30.9mm"",""brake_mount"":""POST_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""MTB"",""material"":""CARBON"",""carbon_grade"":""Carbon"",""size"":""M"",""travel"":145,""max_tire"":65,""weight"":2950,""price"":4200,""udh"":true}"
intense-tracer-279-pro-m,Frame,Intense Tracer 279 Pro (M),mtb,FALSE,"{""frame_type"":""MTB"",""wheel_size"":""29"",""bb_shell"":""BSA_73"",""rear_axle"":""TA_12_148"",""seatpost_diameter"":""30.9mm"",""brake_mount"":""POST_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""MTB"",""material"":""CARBON"",""carbon_grade"":""Pro"",""size"":""M"",""travel"":140,""max_tire"":65,""weight"":2850,""price"":4600,""udh"":true}"
guerrilla-gravity-trail-pistol-carbon-m,Frame,Guerrilla Gravity Trail Pistol Carbon (M),mtb,FALSE,"{""frame_type"":""MTB"",""wheel_size"":""29"",""bb_shell"":""BSA_73"",""rear_axle"":""TA_12_148"",""seatpost_diameter"":""30.9mm"",""brake_mount"":""POST_MOUNT"",""steerer_tube"":""TAPERED""}","{""category"":""MTB"",""material"":""CARBON"",""carbon_grade"":""Carbon"",""size"":""M"",""travel"":140,""max_tire"":65,""weight"":2900,""price"":3800,""udh"":true}"
shimano-xt-m8100-12sp-10-51,Cassette,Shimano XT M8100 12sp 10-51,multi,TRUE,"{""speeds"": 12, ""freehub_standard"": ""MICROSPLINE"", ""freehub"": ""Shimano_Microspline""}","{""speeds"":12,""range"":""10-51"",""freehub_standard"":""MICROSPLINE"",""weight"":461,""price"":169}"
bontrager-gr-elite,Wheel,Bontrager GR Elite,gravel,TRUE,"{""position"": ""SET"", ""diameter"": ""700c"", ""axle_standard"": ""TA_12_100"", ""brake_interface"": ""DISC_CENTERLOCK"", ""freehub"": ""HG_11""}","{""category"": ""GRAVEL"", ""material"": ""ALUMINUM"", ""rim_depth"": 23, ""internal_width"": 23, ""tubeless_ready"": true, ""weight"": 1890, ""price"": 450}"
sram-red-axs-12sp,Chain,SRAM Red AXS 12sp,multi,TRUE,"{""speeds"":12}","{""speeds"":12,""weight"":254,""price"":65}"
sram-red-axs-170mm,Crankset,SRAM Red 170mm,road,TRUE,"{""crank_length"": 170, ""bb_type"": ""DUB"", ""chainring_standard"": ""INTEGRATED"", ""speeds"": 12, ""spindle"": ""DUB_28.99mm"", ""configuration"": ""2x""}","{""category"":""ROAD"",""chainrings"":""46/33"",""bb_type"":""DUB"",""crank_length"":170,""weight"":539,""price"":825}"
sram-red-axs-1725mm,Crankset,SRAM Red 172.5mm,road,TRUE,"{""crank_length"": 172.5, ""bb_type"": ""DUB"", ""chainring_standard"": ""INTEGRATED"", ""speeds"": 12, ""spindle"": ""DUB_28.99mm"", ""configuration"": ""2x""}","{""category"":""ROAD"",""chainrings"":""46/33"",""bb_type"":""DUB"",""crank_length"":172.5,""weight"":549,""price"":825}"
sram-red-axs-175mm,Crankset,SRAM Red 175mm,road,TRUE,"{""crank_length"": 175, ""bb_type"": ""DUB"", ""chainring_standard"": ""INTEGRATED"", ""speeds"": 12, ""spindle"": ""DUB_28.99mm"", ""configuration"": ""2x""}","{""category"":""ROAD"",""chainrings"":""46/33"",""bb_type"":""DUB"",""crank_length"":175,""weight"":559,""price"":825}"
sram-force-axs-165mm,Crankset,SRAM Force 165mm,road,TRUE,"{""crank_length"": 165, ""bb_type"": ""DUB"", ""chainring_standard"": ""INTEGRATED"", ""speeds"": 12, ""spindle"": ""DUB_28.99mm"", ""configuration"": ""2x""}","{""category"":""ROAD"",""chainrings"":""46/33"",""bb_type"":""DUB"",""crank_length"":165,""weight"":573,""price"":525}"
shimano-dura-ace-r9200-170mm,Crankset,Shimano Dura-Ace R9200 170mm,road,TRUE,"{""crank_length"": 170, ""bb_type"": ""HOLLOWTECH_II"", ""chainring_standard"": ""INTEGRATED"", ""speeds"": 12, ""spindle"": ""Hollowtech_II_24mm"", ""configuration"": ""2x""}","{""category"":""ROAD"",""chainrings"":""50/34"",""bb_type"":""HOLLOWTECH_II"",""crank_length"":170,""weight"":703,""price"":569}"
sram-force-axs-12sp,Chain,SRAM Force AXS 12sp,multi,TRUE,"{""speeds"":12}","{""speeds"":12,""weight"":270,""price"":45}"
sram-rival-12sp,Chain,SRAM Rival 12sp,multi,TRUE,"{""speeds"":12}","{""speeds"":12,""weight"":287,""price"":30}"
shimano-xtr-m9100-165mm,Crankset,Shimano XTR M9100 165mm,mtb,TRUE,"{""crank_length"": 165, ""bb_type"": ""HOLLOWTECH_II"", ""chainring_standard"": ""DIRECT_MOUNT"", ""speeds"": 12, ""spindle"": ""Hollowtech_II_24mm"", ""configuration"": ""1x""}","{""category"":""MTB"",""chainrings"":""30t"",""bb_type"":""HOLLOWTECH_II"",""crank_length"":165,""weight"":486,""price"":399}"
shimano-xtr-m9100-170mm,Crankset,Shimano XTR M9100 170mm,mtb,TRUE,"{""crank_length"": 170, ""bb_type"": ""HOLLOWTECH_II"", ""chainring_standard"": ""DIRECT_MOUNT"", ""speeds"": 12, ""spindle"": ""Hollowtech_II_24mm"", ""configuration"": ""1x""}","{""category"":""MTB"",""chainrings"":""30t"",""bb_type"":""HOLLOWTECH_II"",""crank_length"":170,""weight"":500,""price"":399}"
shimano-xtr-m9100-175mm,Crankset,Shimano XTR M9100 175mm,mtb,TRUE,"{""crank_length"": 175, ""bb_type"": ""HOLLOWTECH_II"", ""chainring_standard"": ""DIRECT_MOUNT"", ""speeds"": 12, ""spindle"": ""Hollowtech_II_24mm"", ""configuration"": ""1x""}","{""category"":""MTB"",""chainrings"":""30t"",""bb_type"":""HOLLOWTECH_II"",""crank_length"":175,""weight"":514,""price"":399}"
shimano-xt-m8100-165mm,Crankset,Shimano XT M8100 165mm,mtb,TRUE,"{""crank_length"": 165, ""bb_type"": ""HOLLOWTECH_II"", ""chainring_standard"": ""DIRECT_MOUNT"", ""speeds"": 12, ""spindle"": ""Hollowtech_II_24mm"", ""configuration"": ""1x""}","{""category"":""MTB"",""chainrings"":""30t"",""bb_type"":""HOLLOWTECH_II"",""crank_length"":165,""weight"":540,""price"":219}"
shimano-xt-m8100-170mm,Crankset,Shimano XT M8100 170mm,mtb,TRUE,"{""crank_length"": 170, ""bb_type"": ""HOLLOWTECH_II"", ""chainring_standard"": ""DIRECT_MOUNT"", ""speeds"": 12, ""spindle"": ""Hollowtech_II_24mm"", ""configuration"": ""1x""}","{""category"":""MTB"",""chainrings"":""30t"",""bb_type"":""HOLLOWTECH_II"",""crank_length"":170,""weight"":556,""price"":219}"
shimano-xt-m8100-175mm,Crankset,Shimano XT M8100 175mm,mtb,TRUE,"{""crank_length"": 175, ""bb_type"": ""HOLLOWTECH_II"", ""chainring_standard"": ""DIRECT_MOUNT"", ""speeds"": 12, ""spindle"": ""Hollowtech_II_24mm"", ""configuration"": ""1x""}","{""category"":""MTB"",""chainrings"":""30t"",""bb_type"":""HOLLOWTECH_II"",""crank_length"":175,""weight"":572,""price"":219}"
sram-xx-eagle-12sp,Chain,SRAM XX Eagle 12sp,multi,TRUE,"{""speeds"":12}","{""speeds"":12,""weight"":251,""price"":75}"
chris-king-t47-24i,BottomBracket,Chris King T47 24i (Internal),multi,TRUE,"{""frame_shell"":""T47_Internal_86mm"",""crank_spindle"":""Hollowtech_II_24mm""}","{""weight"":110,""note"":""Ceramic Bearings""}"
wheels-mfg-t47-internal-30mm,BottomBracket,Wheels Mfg T47 Internal 30mm,multi,TRUE,"{""frame_shell"":""T47_Internal_86mm"",""crank_spindle"":""30mm""}","{""weight"":98}"
rockshox-rudy-ultimate-xplr-40mm,Fork,RockShox Rudy Ultimate XPLR 40mm,gravel,TRUE,"{""steerer"":""Tapered 1-1/8\"" to 1-1/2\"""",""axle_standard"":""12x100mm"",""brake_mount"":""Flat Mount"",""wheel_size"":""700c"",""suspension_type"":""Air"",""category"":""GRAVEL"",""fork_type"":""SUSPENSION""}","{""brand"":""RockShox"",""model"":""Rudy Ultimate XPLR 40mm"",""travel"":""40mm"",""weight"":1250,""price"":799,""damper"":""Charger Race Day"",""max_tire"":""50mm"",""axle_to_crown"":""410mm"",""offset"":""51mm"",""features"":[""SoloAir spring"",""Lockout"",""Rebound adjust""],""material"":""Carbon"",""category"":""GRAVEL""}"
rockshox-rudy-xplr-30mm,Fork,RockShox Rudy XPLR 30mm,gravel,TRUE,"{""steerer"":""Tapered 1-1/8\"" to 1-1/2\"""",""axle_standard"":""12x100mm"",""brake_mount"":""Flat Mount"",""wheel_size"":""700c"",""suspension_type"":""Air"",""category"":""GRAVEL"",""fork_type"":""SUSPENSION""}","{""brand"":""RockShox"",""model"":""Rudy XPLR 30mm"",""travel"":""30mm"",""weight"":1280,""price"":549,""damper"":""Motion Control"",""max_tire"":""50mm"",""axle_to_crown"":""400mm"",""offset"":""45mm"",""features"":[""SoloAir spring"",""Lockout""],""material"":""Carbon"",""category"":""GRAVEL""}"
oneup-v3-309-0mm-180mm,Seatpost,OneUp V3 30.9mm 0mm-180mm,multi,TRUE,"{""diameter"":30.9,""dropper"":true,""travel"":180}","{""diameter"":30.9,""setback"":0,""material"":""ALUMINUM"",""dropper"":true,""travel"":180,""weight"":515,""price"":280}"
